,Genero,Tipo,Nombre,Año estreno,Mes estreno,Id
0,Drama,Movie,Master i Margarita,2011,4.0,tt0110476
1,Drama,Movie,Seven Days of Grace,2006,4.0,tt0136517
2,Drama,Movie,Viúva Rica Solteira Não Fica,2006,11.0,tt0166871
3,Drama,Movie,Children of Men,2006,10.0,tt0206634
4,Drama,Movie,False Prophets,2006,5.0,tt0260042
5,Drama,Movie,.45,2006,11.0,tt0259822
6,Drama,Movie,Love Is the Drug,2006,1.0,tt0266732
7,Drama,Movie,Mothers and Daughters,2006,12.0,tt0275258
8,Drama,Movie,Obsluhoval jsem anglického krále,2007,11.0,tt0284363
9,Drama,Movie,Chile 672,2006,11.0,tt0288476
10,Drama,Movie,Down the Road,2006,,tt0296604
11,Drama,Movie,An Existential Affair,2006,10.0,tt0302545
12,Drama,Movie,Bobby,2007,1.0,tt0308055
13,Drama,Movie,Statistics,2008,9.0,tt0311862
14,Drama,Movie,Humko Tumse Pyaar Hai,2006,2.0,tt0314186
15,Drama,Movie,30 Days,2006,10.0,tt0321858
16,Drama,Movie,Loving Annabelle,2007,5.0,tt0323120
17,Drama,Movie,"Arrivederci amore, ciao",2006,2.0,tt0325011
18,Drama,Movie,Neil's Party,2006,,tt0328179
19,Drama,Movie,Jeonjaeng geu ihu,2006,8.0,tt0329239
20,Drama,Movie,Detroit,2006,,tt0337609
21,Drama,Movie,Sweet Deadly Dreams,2006,,tt0339756
22,Drama,Movie,Meteoro,2006,11.0,tt0339382
23,Drama,Movie,Open Window,2006,9.0,tt0345228
24,Drama,Movie,The Good Shepherd,2007,2.0,tt0343737
25,Drama,Movie,Tajnata kniga,2006,9.0,tt0350183
26,Drama,Movie,Freedomland,2006,2.0,tt0349467
27,Drama,Movie,Day of Wrath,2006,6.0,tt0353357
28,Drama,Movie,Der Liebeswunsch,2007,4.0,tt0353667
29,Drama,Movie,Year One,2006,,tt0354131
30,Drama,Movie,La science des rêves,2006,11.0,tt0354899
31,Drama,Movie,Darklovestory,2006,7.0,tt0359353
32,Drama,Movie,Agua,2006,9.0,tt0358924
33,Drama,Movie,Stvar srca,2006,10.0,tt0361786
34,Drama,Movie,10th & Wolf,2007,4.0,tt0360323
35,Drama,Movie,Ne le dis à personne,2006,11.0,tt0362225
36,Drama,Movie,The Deep and Dreamless Sleep,2006,6.0,tt0362993
37,Drama,Movie,Whirlygirl,2007,3.0,tt0364745
38,Drama,Movie,Art School Confidential,2006,5.0,tt0364955
39,Drama,Movie,Shortbus,2006,10.0,tt0367027
40,Drama,Movie,Sea of Dreams,2006,11.0,tt0367567
41,Drama,Movie,Stalin,2006,9.0,tt0366180
42,Drama,Movie,Mi fiesta de casamiento,2006,3.0,tt0368863
43,Drama,Movie,Lirkod,2006,8.0,tt0370893
44,Drama,Movie,Rampage: The Hillside Strangler Murders,2007,1.0,tt0373900
45,Drama,Movie,Libertas,2006,7.0,tt0373999
46,Drama,Movie,Tristan + Isolde,2006,4.0,tt0375154
47,Drama,Movie,Stripped Down,2009,,tt0378816
48,Drama,Movie,Anime veloci,2006,7.0,tt0377904
49,Drama,Movie,A-List,2006,4.0,tt0377320
50,Drama,Movie,The Naked Ape,2006,8.0,tt0381053
51,Drama,Movie,Love Comes to the Executioner,2006,8.0,tt0383478
52,Drama,Movie,Jindabyne,2006,7.0,tt0382765
53,Drama,Movie,Aimee Semple McPherson,2006,1.0,tt0384798
54,Drama,Movie,Ask the Dust,2006,6.0,tt0384814
55,Drama,Movie,El destino,2007,8.0,tt0385757
56,Drama,Movie,Glory Road,2006,1.0,tt0385726
57,Drama,Movie,The Black Dahlia,2006,11.0,tt0387877
58,Drama,Movie,Ghost Hunters: Point of Contact,2006,11.0,tt0386486
59,Drama,Movie,Matti,2006,1.0,tt0390245
60,Drama,Movie,Click,2006,10.0,tt0389860
61,Drama,Movie,Zwartboek,2006,9.0,tt0389557
62,Drama,Movie,Le temps des porte-plumes,2006,3.0,tt0391488
63,Drama,Movie,Bekarov Yikre Lekha Mashehu Tov,2006,5.0,tt0391788
64,Drama,Movie,Valley of Flowers,2007,1.0,tt0392883
65,Drama,Movie,Forget About It,2006,10.0,tt0393297
66,Drama,Movie,Sportman van de Eeuw,2006,4.0,tt0393813
67,Drama,Movie,Sk8 Life,2006,,tt0395269
68,Drama,Movie,Alatriste,2007,5.0,tt0395119
69,Drama,Movie,Catch and Release,2007,1.0,tt0395495
70,Drama,Movie,Perfume: The Story of a Murderer,2006,12.0,tt0396171
71,Drama,Movie,Egyetleneim,2006,8.0,tt0396575
72,Drama,Movie,Backwaters,2006,10.0,tt0396476
73,Drama,Movie,Eight Below,2006,2.0,tt0397313
74,Drama,Movie,My Bollywood Bride,2007,3.0,tt0397551
75,Drama,Movie,The Celestine Prophecy,2006,7.0,tt0398842
76,Drama,Movie,The Last Drop,2006,5.0,tt0398029
77,Drama,Movie,Grad Night,2006,9.0,tt0399110
78,Drama,Movie,Avril,2006,6.0,tt0399497
79,Drama,Movie,Open Season,2006,10.0,tt0400717
80,Drama,Movie,"Paris, je t'aime",2007,1.0,tt0401711
81,Drama,Movie,A Good Year,2006,10.0,tt0401445
82,Drama,Movie,Bumer: Film vtoroy,2006,3.0,tt0402874
83,Drama,Movie,Sólo Dios sabe,2006,9.0,tt0402505
84,Drama,Movie,Americanese,2006,3.0,tt0402763
85,Drama,Movie,Running Scared,2006,3.0,tt0404390
