,Genero,Tipo,Nombre,Año estreno,Mes estreno,Id
0,Drama,Movie,Snowblind,2015,,tt0297400
1,Drama,Movie,Chatô: O Rei do Brasil,2015,11.0,tt0337926
2,Drama,Movie,Transeúntes,2015,4.0,tt0346045
3,Drama,Movie,The Stanford Prison Experiment,2015,7.0,tt0420293
4,Drama,Movie,High-Rise,2016,6.0,tt0462335
5,Drama,Movie,The Man Who Knew Infinity,2016,7.0,tt0787524
6,Drama,Movie,Miles Ahead,2016,4.0,tt0790770
7,Drama,Movie,The Danish Girl,2016,1.0,tt0810819
8,Drama,Movie,Chooriyan,2015,6.0,tt0977643
9,Drama,Movie,Dangebaaz,2015,8.0,tt10007824
10,Drama,Movie,De hormigón armado,2015,10.0,tt10047128
11,Drama,Movie,Trên Dinh Bình Yên,2015,12.0,tt10075438
12,Drama,Movie,My Nhân,2015,11.0,tt10075508
13,Drama,Movie,Nguoi Tro Vê,2015,10.0,tt10081028
14,Drama,Movie,Aakhri Pal,2015,8.0,tt10092762
15,Drama,Movie,Firak,2015,9.0,tt10092508
16,Drama,Movie,Bad Class,2015,9.0,tt10098112
17,Drama,Movie,Taste of Life,2015,12.0,tt10101904
18,Drama,Movie,Darah Panas,2015,6.0,tt10107482
19,Drama,Movie,Child 44,2015,5.0,tt1014763
20,Drama,Movie,Jie di liang,2015,,tt10167938
21,Drama,Movie,A Place Where The Dream Begins,2015,9.0,tt10167868
22,Drama,Movie,Pashbandh,2015,5.0,tt10168764
23,Drama,Movie,Erau Kota Raja,2015,1.0,tt10173962
24,Drama,Movie,Our Brand Is Crisis,2015,10.0,tt1018765
25,Drama,Movie,"Yeo-ja, nam-ja",2015,3.0,tt10210636
26,Drama,Movie,Manatsu no yume,2015,5.0,tt10240726
27,Drama,Movie,Tere Ishq Mein Qurbaan,2015,4.0,tt10256776
28,Drama,Movie,Con mis propias manos,2015,,tt10288256
29,Drama,Movie,Trouble Down East,2015,,tt10300622
30,Drama,Movie,Quan neng jiong ba,2015,3.0,tt10299856
31,Drama,Movie,Double Date,2015,5.0,tt10307716
32,Drama,Movie,SOS Talk,2015,11.0,tt10331574
33,Drama,Movie,Magánterület,2015,,tt10352214
34,Drama,Movie,Dab+,2015,,tt10356040
35,Drama,Movie,El Cuarto,2015,2.0,tt10545212
36,Drama,Movie,Heartbeat,2015,8.0,tt10556308
37,Drama,Movie,Panchamukhi,2015,2.0,tt10677102
38,Drama,Movie,Saari Raat,2015,7.0,tt10722542
39,Drama,Movie,Gryaz,2015,,tt10787402
40,Drama,Movie,Die Wilderin,2015,5.0,tt10794496
41,Drama,Movie,Pratishodh,2015,1.0,tt10833146
42,Drama,Movie,Eddie the Eagle,2016,3.0,tt1083452
43,Drama,Movie,Ahsham,2015,11.0,tt10845528
44,Drama,Movie,Youngster: Nepali Film,2015,12.0,tt10847722
45,Drama,Movie,Aziz Rouhou,2015,11.0,tt10848188
46,Drama,Movie,Hridoy Haran,2015,2.0,tt10852336
47,Drama,Movie,Pro Petra i Pavla,2015,4.0,tt10856420
48,Drama,Movie,The Telephone Game,2015,3.0,tt1090693
49,Drama,Movie,Bogzarid Mitra Bekhabad,2015,,tt10912640
50,Drama,Movie,Memórias da Boca,2015,12.0,tt10957752
51,Drama,Movie,Ablepsia,2015,,tt10970518
52,Drama,Movie,Falling Apart,2015,7.0,tt10973970
53,Drama,Movie,The Prince of Love,2015,12.0,tt11011658
54,Drama,Movie,Daroga Chale Sasural,2015,4.0,tt11012326
55,Drama,Movie,Saajan Ki Bahon Me,2015,12.0,tt11012468
56,Drama,Movie,Dil Aur Deewar,2015,5.0,tt11012334
57,Drama,Movie,Hero No. 1,2015,3.0,tt11012352
58,Drama,Movie,Saiyan Jigarbaaz,2015,7.0,tt11012490
59,Drama,Movie,Laagi Tohse Lagan,2015,11.0,tt11012390
60,Drama,Movie,Baaj Gayeel Danka,2015,3.0,tt11012302
61,Drama,Movie,Aurat Khilona Nahi,2015,1.0,tt11012568
62,Drama,Movie,Baagi Bhaile Sajna Hamar,2015,7.0,tt11012222
63,Drama,Movie,Lagi Nahi Chhute Rama,2015,2.0,tt11012374
64,Drama,Movie,Pandit Ji Batai Na Biyah Kab Hoi 2,2015,4.0,tt11012438
65,Drama,Movie,Jaan Tere Liye,2015,4.0,tt11012366
66,Drama,Movie,Good Ol' Boy,2017,2.0,tt1105355
