,Genero,Tipo,Nombre,Año estreno,Mes estreno,Id
0,Drama,Movie,Bad Boy,2023,4.0,tt10351180
1,Drama,Movie,The Place in Between,2023,7.0,tt10425998
2,Drama,Movie,The Hunger Games: The Ballad of Songbirds and Snakes,2023,11.0,tt10545296
3,Drama,Movie,Raw Power,2023,5.0,tt10548482
4,Drama,Movie,Next Goal Wins,2023,11.0,tt10767052
5,Drama,Movie,Cloud by Night,2023,10.0,tt10849046
6,Drama,Movie,Minamoto Monogatari,2023,4.0,tt10929648
7,Drama,Movie,Mujeres Silenciosas,2023,10.0,tt10965102
8,Drama,Movie,Silent Life: The Story of the Lady in Black,2023,2.0,tt1099209
9,Drama,Movie,The Silent Prayer,2023,4.0,tt11100698
10,Drama,Movie,Amadeo,2023,1.0,tt11143850
11,Drama,Movie,Creed III,2023,3.0,tt11145118
12,Drama,Movie,Go Go,2023,,tt11165686
13,Drama,Movie,Dark Room,2023,12.0,tt11196176
14,Drama,Movie,Ai Lun,2023,6.0,tt11197400
15,Drama,Movie,Vincent,2023,,tt11253182
16,Drama,Movie,Black Nightmares,2023,6.0,tt11306970
17,Drama,Movie,Yuna,2024,12.0,tt11379234
18,Drama,Movie,Oliver Outloud,2023,1.0,tt11668514
19,Drama,Movie,Cookster,2023,,tt11760408
20,Drama,Movie,Ladies Are Pimps Too,2023,2.0,tt11779282
21,Drama,Movie,Sophie's Rules,2023,1.0,tt11950404
22,Drama,Movie,Bugsy the Becoming,2023,8.0,tt11972054
23,Drama,Movie,Varisu,2023,1.0,tt11998558
24,Drama,Movie,The Color Purple,2023,12.0,tt1200263
25,Drama,Movie,Karanliktaki Kadin,2023,5.0,tt12087678
26,Drama,Movie,Piedade,2023,,tt12109690
27,Drama,Movie,Big George Foreman,2023,4.0,tt12226632
28,Drama,Movie,65,2023,3.0,tt12261776
29,Drama,Movie,Getting to the Plug,2023,2.0,tt12422694
30,Drama,Movie,My,2023,,tt12518970
31,Drama,Movie,Central Valley,2023,4.0,tt12543840
32,Drama,Movie,Sharper,2023,2.0,tt12573454
33,Drama,Movie,The Nothingness Club - Não Sou Nada,2023,10.0,tt12601334
34,Drama,Movie,The Internationalist,2023,12.0,tt12821606
35,Drama,Movie,Adipurush,2023,8.0,tt12915716
36,Drama,Movie,Rhythm in Blues,2023,1.0,tt12948086
37,Drama,Movie,Shehzada,2023,2.0,tt13130948
38,Drama,Movie,Mission Majnu,2023,1.0,tt13131232
39,Drama,Movie,Bholaa Shankar,2023,8.0,tt13131610
40,Drama,Movie,Demir Kadin Neslican,2023,2.0,tt13137290
41,Drama,Movie,Meeting Kate,2023,12.0,tt13225414
42,Drama,Movie,Reptile,2023,9.0,tt13274016
43,Drama,Movie,Los buenos modales,2023,4.0,tt13290130
44,Drama,Movie,Broken Pearls,2023,7.0,tt13301332
45,Drama,Movie,Oneida Flats,2023,2.0,tt13316134
46,Drama,Movie,Sombras Brancas,2023,4.0,tt13457948
47,Drama,Movie,Tarifte Ask Var,2023,2.0,tt13683908
48,Drama,Movie,Animal,2023,12.0,tt13751694
49,Drama,Movie,Shaakuntalam,2023,4.0,tt13761284
50,Drama,Movie,The Assassin Unleashed,2023,12.0,tt13808564
51,Drama,Movie,Johnny and the Golden Gifts,2023,,tt13831566
52,Drama,Movie,Aladdin: Live from the West End,2023,,tt13893696
53,Drama,Movie,Spider-Man: Lotus,2023,8.0,tt13904644
54,Drama,Movie,On a Wing and a Prayer,2023,4.0,tt13929998
55,Drama,Movie,Pulcinella,2023,11.0,tt14117392
56,Drama,Movie,Rustin,2023,11.0,tt14160834
57,Drama,Movie,The Mothership,2023,,tt14181874
58,Drama,Movie,Bullets,2023,10.0,tt14223946
59,Drama,Movie,Bratri,2023,10.0,tt14232442
60,Drama,Movie,Neniu,2023,3.0,tt14277254
61,Drama,Movie,Mrs. Chatterjee vs. Norway,2023,3.0,tt14295590
62,Drama,Movie,Peripheric Love,2023,1.0,tt14303550
63,Drama,Movie,The Judas Kiss,2023,12.0,tt1432114
64,Drama,Movie,My Precious,2023,4.0,tt14326000
65,Drama,Movie,Tomorrow Before After,2023,4.0,tt14367552
66,Drama,Movie,Shin Kamen Raidâ,2023,3.0,tt14379088
67,Drama,Movie,Gunfight at Rio Bravo,2023,1.0,tt14388612
68,Drama,Movie,1919,2023,10.0,tt14446414
69,Drama,Movie,Paint,2023,4.0,tt14472156
70,Drama,Movie,Halfway House,2023,9.0,tt14496180
71,Drama,Movie,Les âmes soeurs,2023,4.0,tt14663154
72,Drama,Movie,Little Bastard,2023,7.0,tt14671498
73,Drama,Movie,SoulHood Saga II: The Finale,2023,5.0,tt14681272
74,Drama,Movie,Dekabr,2023,,tt14716702
75,Drama,Movie,The Psychology of Beauty,2023,2.0,tt14728586
76,Drama,Movie,Red Rain,2023,3.0,tt14734838
77,Drama,Movie,A Princesa de Rangoon,2023,12.0,tt14797058
78,Drama,Movie,Big Sur,2023,11.0,tt14802480
79,Drama,Movie,90's Babiez,2023,5.0,tt14855340
80,Drama,Movie,Texas Grit,2023,7.0,tt14856936
81,Drama,Movie,Disconnected,2023,11.0,tt14866430
82,Drama,Movie,La Puerta Verde,2023,11.0,tt14904970
83,Drama,Movie,Satyaprem Ki Katha,2023,6.0,tt14914988
84,Drama,Movie,Wayward Sons,2023,11.0,tt14927264
85,Drama,Movie,A Small Town Christmas,2023,12.0,tt14960442
