Nyk Runia,No data,['Verder dan de maan'],['Reparto'],Sin oscar
Linda Kerr Scott,No data,[''],['Reparto'],Sin Oscar
Raageshwari,1977,[''],"['Reparto', 'Música']",Sin oscar
Via Veloso,No data,[''],['Reparto'],Sin oscar
Yves Amyot,No data,['Terror Train'],['Dirección de casting'],Sin oscar
Paul Glover,1972,[''],['Reparto'],Sin Oscar
Olivia Caffrey,No data,[''],['Reparto'],Sin Oscar
Jeff Kober,1953,[''],"['Reparto', 'Guion', 'Arte']",Sin Oscar
Jan Jurewicz,1954,[''],['Reparto'],Sin oscar
Anita Zagaria,1954,"['Bajo el sol de la Toscana', 'Zone troopers', 'La leyenda del pianista en el océano', 'La piovra', '1995 • 6 episodios']",['Reparto'],Sin oscar
Asha Sachdev,No data,[''],['Reparto'],Sin Oscar
Pankaj Kapur,1954,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Tabu,1970,[''],"['Reparto', 'Música']",Sin Oscar
Jin Nam,No data,"['Alquimia de Almas', '2022 • 2 episodios', '2010', ""Yoon So-hee's mom"", 'Serie de TV']",['Reparto'],Sin oscar
Helena Minic-Matanic,1979,"['Obicni ljudi', '2006–2007 • 154 episodios', 'Vera Papo(as Helena Minic)', 'Serie de TV', '3,8']",['Reparto'],Sin oscar
Nicole Heesters,1937,[''],['Reparto'],Sin Oscar
Ruediger Floerke,No data,['Le monde vivant'],['Reparto'],Sin oscar
David Fine,1960,"['Conducta animal', '2018', 'Guion', 'Corto', '7,4']","['Guion', 'Dirección', 'Producción']",Ganó 1 premio Óscar
Dave Simonds,1961,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
Stanley Townsend,No data,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Kate Ashfield,1972,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Ayub Khan,1961,[''],"['Reparto', 'Guion', 'Producción']",Nominado a 2 premios BAFTA
Lorenzo Biscotti,No data,"['Il maresciallo Rocca', '2003 • 1 episodio', '2014', 'Davide PalettaPersonale Supermarket', 'Radiologo']",['Reparto'],Sin oscar
Julio Cano,No data,"['El rayo de Sinaloa', 'Irma la mala', 'Malditas serán las mujeres', '8,0']",['Diseño de producción'],Sin oscar
Seung-shin Lee,1969,[''],['Reparto'],Sin oscar
Freddie Cross,No data,"['High Fidelity', 'Inquisitors']",['Reparto'],Sin oscar
Luis Inacio,No data,"['Terra Queimada', '7,6']",['Reparto'],Sin oscar
Percy Bradley,No data,"['Hangry', 'Eli Parker Is Getting Married?', 'The Right Questions']",['Reparto'],Sin Oscar
Kunal Vijaykar,No data,"['Ghajini', 'Fruit & Nut', 'MTV Bakra', 'Main Prem Ki Diwani Hoon']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Yasmina Filali,1975,"['Motown', 'Al filo de la muerte', 'The Antman', 'Frisch gepresst']",['Reparto'],Sin oscar
Marina Marusic,1976,"['Die Kommissarin', '2004 • 1 episodio', 'Theresa Kremers', 'Sanja']",['Reparto'],Sin oscar
Celina Jaitly,1981,[''],['Reparto'],Sin Oscar
Vincent Martin,No data,[''],['Reparto'],Sin oscar
Angela Grant,1950,"['Carry on Girls', 'Condenados de ultratumba', 'Los protectores', '1972 • 1 episodio', 'Jill']",['Reparto'],Sin oscar
Jean-Pierre Bacri,1951,[''],"['Reparto', 'Guion']",Sin Oscar
Anna Longhi,1934,"['El talento de Mr. Ripley', 'Un abril encantado', 'Il tassinaro', 'Dentro la città']","['Reparto', 'Vestuario', 'Equipos adicionales']",Sin Oscar
Deepti Naval,1952,[''],"['Reparto', 'Dirección', 'Música']",Sin Oscar
Silvia Pinal,1931,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
