 datosEduard Gabia,No data,"[""Cover boy: L'ultima rivoluzione"", ""L'industriale""]",['Reparto'],Sin oscar
Gary Slater,No data,"['Fido', 'Bodyguard: A New Beginning', 'Semper Fi', '2001']",['Reparto'],Sin oscar
Veikko Täär,1971,"['Täna öösel me ei maga', 'Kuldrannake', 'Keeris', '2015 • 2 episodios', 'Police Officer']",['Reparto'],Sin oscar
Maria Cordero,1943,"['El hombre de los seis millones de dólares', '1976 • 1 episodio', 'Eugenia Rodriquez', 'Serie de TV', '7,3']",['Reparto'],Sin oscar
Belinda McClory,1968,[''],"['Reparto', 'Guion', 'Guion y continuidad']",Sin Oscar
Sandrine Le Berre,No data,"['Un bruit qui rend fou', 'Coup de sang', ""L'équilibre de la terreur"", 'Rose et Val', '2005–2007 • 5 episodios']","['Reparto', 'Vestuario', 'Banda sonora']",Sin Oscar
Gwebile Jim Ngxabaze,No data,"['U-Carmen eKhayelitsha', 'Son of Man', 'Anner House', '2007']",['Reparto'],Sin oscar
Kimberly-Rose Wolter,No data,[''],"['Guion', 'Reparto', 'Producción']",Sin oscar
Natalie Carter,No data,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Camille Summers,No data,"['Big Mountain Diné Bikéyah', 'Corto', 'Vídeo', 'Vídeo']","['Dirección', 'Producción']",Sin oscar
Olga Albanova,No data,"['Ragin', 'Leto', 'Davay razvedyomsya!', 'Nelegal']",['Reparto'],Sin oscar
Lee Meriwether,1935,[''],['Reparto'],Nominado para 1 premio Primetime Emmy
Xinyun Li,No data,['Whack'],['Reparto'],Sin oscar
Hairi Katagiri,1963,[''],['Reparto'],Sin oscar
David Harbour,1975,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 2 premios Primetime Emmy
Clotilde Mollet,No data,"['Amelie', 'El violín rojo', 'Intocable', 'Samba']","['Reparto', 'Música']",Sin oscar
Olga Shuvalova,1985,"['Labirinty razuma', 'Chas pik', 'Spetsnaz II', '2003', '2010']",['Reparto'],Sin oscar
Brandon Rhea,1971,[''],"['Reparto', 'Especialistas']",Sin oscar
Marni Russo,1987,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Yuval Segal,1971,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Jeff Erway Jr.,No data,['An American Vampire in America'],['Reparto'],Sin oscar
Kirsten Dunst,1982,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Óscar
Earnest Rhea,No data,[''],"['Producción', 'Dirección', 'Edición']",Sin oscar
Jonas Busekist,No data,"['1:1', 'Klassefesten', 'Anna Pihl', '2008 • 1 episodio', '2003']",['Reparto'],Sin oscar
Alastair Gamble,1979,"['Gutterballs', 'Enchufado a la red', ""Mind's Eye"", 'Jay']",['Reparto'],Sin oscar
Hiroto Itô,No data,"['Death Note: El último nombre', 'Kamen raidâ 555', '2003 • 1 episodio', '2007', '2006']",['Reparto'],Sin oscar
Nassar Abdulla,No data,"['Main Hoon Na', 'Om Shanti Om', 'Gandhi', 'Gandhi to Hitler']","['Reparto', 'Localización', 'Dirección de producción']",Sin oscar
Tim Russ,1956,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Kader Khan,1937,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Dermot Mulroney,1963,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Ted Ryan,No data,"['El cuarto hombre', 'Medio hombre, medio máquina', 'Las aventuras de Superman', '1953 • 2 episodios', '1964']",['Reparto'],Sin oscar
Tino Wallenda,No data,"['Up on the Rope', 'Telescope', '1963 • 1 episodio', '2021', '2008']",['Reparto'],Sin oscar
Ashutosh Rana,1967,[''],"['Reparto', 'Música']",Sin Oscar
Toby Keith,1961,[''],"['Music Artist', 'Reparto', 'Composición']",Sin Oscar
Assi Dayan,1945,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Kristen Miller,1976,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Pascal Elso,1955,[''],['Reparto'],Sin Oscar
Gary Lewis,1958,[''],"['Reparto', 'Banda sonora']",Nominado a 2 premios BAFTA
Richard Clifford,1955,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin oscar
Natasha Janina Valdez,No data,[''],"['Producción', 'Reparto', 'Guion']",Sin oscar
Hana Avramovic,No data,['Stvar srca'],['Reparto'],Sin oscar
Erhan Yazicioglu,1951,"['Mavi Yolculuk', 'Muhsin Bey', 'Insanlari Seveceksin', 'Karadayi', '2012–2015 • 111 episodios']","['Reparto', 'Sonido']",Sin oscar
John Bourke,1940,[''],"['Reparto', 'Especialistas', 'Equipos adicionales']",Sin Oscar
Ed Helms,1974,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Cristina Catalina,1980,"['Promesas del este', 'Invasión jurásica', '2009 • 1 episodio', 'Lendina Abazi', 'Prostitute']",['Reparto'],Sin oscar
Polly Bergen,1930,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Ganó 1 premio Primetime Emmy
Starla Benford,1964,"['United 93', 'Half Nelson', 'Un crimen perfecto', '13']",['Reparto'],Sin oscar
Roman Zhilkin,1968,"['Belyy gorod', 'Krotkaya', 'Serko', 'Ulitsy razbitykh fonarey', '1998–2003 • 2 episodios']",['Reparto'],Sin oscar
Lauren Bigby,No data,"['The Notebooks of Cornelius Crow', '2005', '2006', 'Lizzy']",['Reparto'],Sin oscar
Paul Anthony,1960,[''],"['Reparto', 'Guion', 'Composición']",Sin oscar
Mohammad Kheir-abadi,No data,"['Fuera de juego', 'Akher Khabar aka Latest News', '2011 • 30 episodios']",['Reparto'],Sin oscar
Alessandro Buro,No data,['Rosso come il cielo'],['Reparto'],Sin oscar
M.R. Gopakumar,No data,[''],['Reparto'],Sin oscar
Nicole Layson,No data,"['The Boy Next Door', ""Look Who's Stalking"", 'Massacre', 'Corto']","['Producción', 'Dirección de producción', 'Reparto']",Sin oscar
Nicole Gros,No data,['Legends and Idols'],['Equipos adicionales'],Sin oscar
Arthur Chazal,1996,"['Torticolis', 'Espías súper secretos', 'Terre de lumière', '2008 • 4 episodios', 'JoshuaErickSwish Erick']",['Reparto'],Sin Oscar
Michele Nordin,1980,[''],['Reparto'],Sin oscar
Ned Bellamy,1957,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin oscar
Hrishitaa Bhatt,1981,[''],"['Reparto', 'Producción']",Sin Oscar
Joe Bratcher,1946,"['Lunch Ladies', '2017', '1981', '1980', '1978']","['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Saloni Aswani,1987,[''],['Reparto'],Sin Oscar
Luciano Martino,1933,"['El mercader de Venecia', 'La isla de los hombres peces', 'Nel giardino delle rose', 'Los espías de Beirut']","['Producción', 'Guion', 'Dirección']",Sin oscar
Kresimir Mikic,1974,[''],['Reparto'],Sin Oscar
Stefan Kriekhaus,No data,"['Die Ruhe bleibt', '2013', 'Guion', 'Dirección o asistencia de la segunda unidad', 'Dirección o asistencia de la segunda unidad']","['Dirección de la segunda unidad o asistencia a dirección', 'Guion', 'Reparto']",Sin Oscar
Arif Zakaria,1966,[''],"['Reparto', 'Producción']",Sin Oscar
Peter Hesse Overgaard,1954,[''],['Reparto'],Sin Oscar
Dax Belanger,No data,No data,No data,Sin oscar
Jon Chevalier,No data,[''],['Reparto'],Sin oscar
Hyung-joo Moon,No data,"['Dejabyu', 'Holli-dei', 'Sunsu-ui sidae', 'Supsogui bubu']",['Reparto'],Sin oscar
David Duchovny,1960,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 4 premios Primetime Emmy
