James Ngobese,No data,['Soñé con África'],['Reparto'],Sin oscar
Mark Pellegrino,1965,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Sage Galesi,No data,"['Into the West (Miniserie de TV)', '2005 • 2 episodios', '2003', '2004', 'Sage Galesi']",['Reparto'],Sin Oscar
Richmond Arquette,1963,[''],"['Reparto', 'Guion']",Sin Oscar
James Kersey,No data,"['Paradox', '2015', 'Equipos adicionales']","['Equipos adicionales', 'Reparto', 'Localización']",Sin oscar
Barry Davis,1936,"['Oppenheimer', '1980 • 7 episodios', 'Dirección', 'Serie de TV', '7,3']","['Dirección', 'Guion']",Ganó 1 premio BAFTA
David Dorfman,1993,[''],['Reparto'],Sin Oscar
Zakaria Atifi,No data,"['Red de mentiras', 'Arn', '2010 • 2 episodios', 'Dirección o asistencia de la segunda unidad', 'Dirección o asistencia de la segunda unidad']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Ariadna Gil,1969,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
José Manuel Lorenzo,No data,[''],"['Producción', 'Guion', 'Reparto']",Sin Oscar
Pertti Koivula,1961,"['Kuningasjätkä', 'Tuntematon sotilas', 'Seitsemän veljestä', '1989 • 3 episodios', 'Risto Raivio']","['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Paul Conrad,No data,"['Lightyear', 'Onward', 'Up', 'Luca']","['Arte', 'Dirección de arte', 'Equipos adicionales']",Sin Oscar
Anton Stoltz,No data,"['Crystal eye: el ojo de cristal', 'A cielo abierto', 'Kalahari Harry', 'Boesman and Lena']",['Reparto'],Sin oscar
Delphine Chanéac,1978,[''],['Reparto'],Sin Oscar
Murdoch MacDonald,No data,"['El peso del agua', 'El museo de Margaret', 'Blessed Stranger: After Flight 111', '2000', 'Rufus MaguireMr. McGuire']",['Reparto'],Sin oscar
Eun-ha Shim,1972,[''],['Reparto'],Sin Oscar
A.C. Peterson,No data,[''],"['Reparto', 'Producción', 'Especialistas']",Sin Oscar
Travis Tedford,1988,[''],['Reparto'],Sin Oscar
Marina Orsini,1967,[''],['Reparto'],Sin Oscar
Patrick Catalifo,No data,"['Les bleus: premiers pas dans la police', '2006–2010 • 14 episodios', 'Henri FrenayHenri FresnayFrenay', 'Pèret', 'Commissaire Max Brauner']","['Reparto', 'Dirección']",Sin oscar
Xilu Gao,No data,['Feichang xiari'],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Chôei Takahashi,1944,"['Tampopo', 'Shinjuku sodachi', '6,1', 'Shigeo Saeki']",['Reparto'],Sin oscar
Rogério Cardoso,1937,[''],['Reparto'],Sin Oscar
Tom Noonan,1951,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Kelly Lee,1976,[''],['Reparto'],Sin oscar
Kliment Denchev,1939,"['Bokser', 'Magareshki raboti', 'Punto de impacto', 'Tercera identidad']","['Reparto', 'Dirección', 'Guion']",Sin oscar
