0,1,2,3,4,5,6,7,8,9,10
tt10687474,#MoveOnAja,Movie,Drama,2019,8.0,NO DATA,"['tt10687474', 'Marthino Lio', 'Asmara Abigail', 'Uus', 'Lala Karmela', 'Edward Akbar', 'Totos Rasiti', 'Puja Astawa', 'Ronny P. Tjandra', 'Sheila Salsabila', 'Wina Marino']",[],"Broke and heartbreak, Irwan just wants to spend a gloomy new year's eve in the room alone. Dani, his friend, persuades him to make a list of dating applications.",81
tt10687468,La sera della prima,Movie,Drama,2019,8.0,NO DATA,"['tt10687468', 'Paola Casella', 'Massimiliano Colonna', 'Francesco Tripodi']",[],,91
tt10691682,La Deuda,Movie,Drama,2019,9.0,NO DATA,"['tt10691682', 'Belén Blanco', 'Edgardo Castro', 'Andrea Garrote', 'Walter Jakob', 'Leonor Manso', 'Pablo Seijo', 'Marcelo Subiotto']",[],,74
tt10692504,Oru Desa Visesham,Movie,Drama,2019,7.0,NO DATA,"['tt10692504', 'Kalapathy Balakrishnan', 'Dileep Kuttipuram', 'Panamanna Sasi', 'Porur Unnikrishnan', 'Kalamandalam Vijayakrishnan']",[],A drama revolving around the life of percussion artists in Kerala.,145
tt10692420,Forty Plus,Movie,Drama,2019,7.0,NO DATA,"['tt10692420', 'Sajinda Khan', 'Neha Pal', 'Hansi Parmar', 'Sukhi Randhawa', 'Monika Singh']",[],,76
tt10692590,Puzhikkadakan,Movie,Drama,2019,11.0,NO DATA,"['tt10692590', 'Rajesh Madhavan', 'Chemban Vinod Jose', 'Divya M. Nair', 'Jayasurya', 'Maala Parvathi', 'Dhanya Balakrishna', 'Alencier Ley Lopez', 'Dinesh Prabhakar', 'Vijay Babu', 'Kozhikode Jayraj']",[],After his return from army protagonist decides to bring desirable changes in his society through his protest against the greedy government employees,123
tt10691316,La Imagen del Tiempo,Movie,Drama,2019,7.0,NO DATA,"['tt10691316', 'Edel Govea', 'May Reguera', 'Lluís Sellarès', 'Jeissy Trompiz']",[],,65
tt10695828,Wilcox,Movie,Drama,2019,11.0,NO DATA,"['tt10695828', 'Guillaume Tremblay']",[],"Wilcox exists outside the norm. Deserter, delinquent, or survivalist, he quietly roams, looking to put down roots or for what could simply be called freedom.",66
tt10696320,"Krabi, 2562",Movie,Drama,2020,5.0,NO DATA,"['tt10696320', 'Arak Amornsupasiri', 'Nuttawat Attasawat', 'Óliver Laxe', 'Primrin Puarat', 'Achtara Suwan', 'Siraphan Wattanajinda', 'Cory Zacharia']",[],"The landscape and stories within the community of Krabi, Southern Thailand. It captures the town in this specific moment where the pre-historic, the more recent past and the contemporary world collide, sometimes uneasily.",94
tt10695638,Superstar,Movie,Drama,2019,8.0,NO DATA,"['tt10695638', 'Mahira Khan', 'Bilal Ashraf', 'Nadeem Baig', 'Ali Kazmi', 'Hania Aamir', 'Asma Abbas', 'Fahim Burney', 'Osman Khalid Butt', 'Mohammed Ehteshamuddin', 'Umesh Kumar Gola']",[],An aspiring actress falls in love with a big movie star.,135
