0,1,2,3,4,5,6,7,8,9,10
tt12748250,Too Valid: The Scandal Continues,Movie,Drama,2020,7.0,NO DATA,"['tt12748250', 'Kay Linx', 'Brittany Lynn', 'Villa Mane', 'Mandari Noir', 'Mardy Xo']",[],A series of cautionary tales that warn against the dangers of giving yourself over to possibilities and promises that prove too good to be true.,NO DATA
tt12749508,Just Lean on Jesus,Movie,Drama,2020,8.0,NO DATA,"['tt12749508', 'Ashley Hays Wright', 'David Owen Wright']",[],,NO DATA
tt12749928,Ice Cream Man,Movie,Drama,2020,7.0,NO DATA,"['tt12749928', 'Brett Benowitz', 'Bo Burnham', 'Dane Kevin Cook', 'Jack Douglass', 'Dax Flame', 'Ian Hecox', 'Courtney Miller', 'William Osman', 'Anthony Padilla', 'Leticia Perez']",[],The mystery of internet legend Daxflame.,NO DATA
tt12750474,Tvano Nebus,Movie,Drama,2020,9.0,NO DATA,"['tt12750474', 'Daumantas Ciunis', 'Valentinas Masalskis', 'Sigitas Rackys', 'Petras Simonis', 'Remigijus Vilkaitis', 'Sarunas Zenkevicius']",[],"A famous colonel, who served in different countries for many years, finds himself in a strange situation when civil war breaks out in his native country.",95
tt12750612,Idle Hours,Movie,Drama,2020,6.0,NO DATA,"['tt12750612', 'Geoff Barron', 'Zane Batson', 'Andrew Blocher', 'Nikki Burke', 'Roxy Callison', 'Jesseca Green', 'Leslie Hasenbank', 'Max Heering', 'Max Heering', 'Vicki Jarboe']",[],"The film follows four characters in a Midwest town where their realities slowly become indistinguishable from dream. Aaron (Josh McQuade) searches for a lost sex tape while his friend, Derek (Max Heering), plots to kill the down-on-his-luck loner, Clancy (Joe Kendrick). The film also follows Anna (Jesseca Green), who wants to move to the city and start a new life.",83
tt12751726,The Illustrator,Movie,Drama,2020,7.0,NO DATA,"['tt12751726', 'Yadira Escobar', 'Reinaldo Escobar', 'Benjamin Escobar', 'Levi Escobar', 'Graciela Tubella', 'Pedro Dollar', 'Aaron Escobar', ""D'Shon El Villano"", 'Leonardo Pairol', 'Josh Escobar']",[],"En una Miami posapocalíptica, una joven se enfrenta a su enigmático jefe en unos Estados Unidos gobernados por un partido totalitario.",83
tt12752930,Jamila,Movie,Drama,2020,7.0,NO DATA,"['tt12752930', 'Yongqing Zhang', 'Weili Zheng']",[],,NO DATA
tt12753458,Respirare stanca,Movie,Drama,2020,7.0,NO DATA,"['tt12753458', 'Enrico Acciani', 'Francesco Fiore', 'Giulia Gallo', 'Ylenia Maria Tattoli']",[],"Covid-19 time. The life of a young employee changes during the lock-down. Alone at home, he will have to work at the computer, take care of plants and get through his own loneliness. Everything seems lost, but something changes.",100
tt12752908,Chong zheng he shan dai hou sheng,Movie,Drama,2020,7.0,NO DATA,"['tt12752908', 'Ye Chen', 'Xiawa Tang']",[],,NO DATA
tt12757026,Orpheus,Movie,Drama,2020,1.0,NO DATA,"['tt12757026', 'Vanya Bannikov', 'Sasha Berger', 'Viktor Firsov', 'Gosha Gordienko', 'Vadim Kostrov', 'Anna Larkin', 'Artem Nilov', 'Pavel Savchenko', 'Mira Talanova']",[],"The film bringing us into last days of the summer 2019th, when, young filmmaker Vadim, returned to his hometown, to meet his first love Anya and to say last words to her, and spend and capture by the camera the last moments with her, the last moments of the summer and also last moments of the first part of the youth. Using filming as a tool, Vadim is also truing to he... Leer todo",116
