tt0079644,November 1828,"6,8",1979
tt0118578,Albela,"3,7",2001
tt0119004,Don's Plum,"5,6",2003
tt0118589,Glitter,"2,4",2001
tt0120624,Camarate,"6,6",2001
tt0120807,Ricochet River,"4,8",2001
tt0120737,The Lord of the Rings: The Fellowship of the Ring,"8,8",2001
tt0120824,The Shipping News,"6,7",2002
tt0132245,Driven,"4,6",2001
tt0138856,Tales from the Tower,"7,3",2001
tt0139654,Training Day,"7,7",2002
tt0145467,Silent Partner,"5,6",2001
tt0151685,My Father's Love,"7,4",2010
tt0152083,L'amore probabilmente,"5,8",2001
tt0157583,Enigma,"6,4",2002
tt0157007,After Image,"3,7",2003
tt0159378,The Demo Crew,"5,3",2001
tt0159273,Behind Enemy Lines,"6,4",2002
tt0160275,Final Solution,"7,4",2001
tt0160399,Impostor,"6,1",2002
tt0160816,The Scar,"5,8",2001
tt0160480,Long Lost Love,"7,0",2001
tt0162346,Ghost World,"7,3",2002
tt0161860,Nirgendwo in Afrika,"7,5",2003
tt0163764,Net Worth,"5,9",2000
tt0163596,Dark Water,"5,1",2001
tt0164334,Along Came a Spider,"6,4",2001
tt0165713,The Distinct Smell of Red,"6,8",2001
tt0166186,Still Life,"5,5",2001
tt0166158,Daddy and Them,"5,6",2002
tt0166709,Memórias Póstumas de Brás Cubas,"6,9",2001
tt0167360,Race to Space,"5,4",2002
tt0169102,Lagaan: Once Upon a Time in India,"8,1",2003
tt0166924,Mulholland Dr.,"7,9",2002
tt0170517,Aleksis Kiven elämä,"6,0",2002
tt0170260,Morgan's Ferry,"5,6",2001
tt0173498,Zigs,"4,9",2001
tt0178642,The Invisible Circus,"5,5",2001
tt0179626,15 Minutes,"6,1",2001
tt0179844,"Hemingway, the Hunter of Death","6,0",2001
tt0180734,Hard Ball,"6,4",2001
tt0179435,The Proposal,"5,3",2002
tt0179344,The Midnight Hour,"2,7",2001
tt0180894,Odmazda,"7,1",2001
tt0181796,Rubbernecking,"6,2",2001
tt0181912,Éloge de l'amour,"6,2",2002
tt0182000,The Caveman's Valentine,"5,8",2001
tt0184384,A Day in Black and White,"6,7",2001
tt0184791,O,"6,1",2001
tt0186202,Cowboy Up,"5,5",2001
tt0186895,Les Boys III,"5,7",2001
tt0188024,Last Days,"7,5",2001
tt0188378,...Or Forever Hold Your Peace,"7,9",2001
tt0189541,Gabriela,"4,9",2001
tt0191177,Dischord,"5,2",2001
tt0192237,Leo und Claire,"6,7",2002
tt0192023,Finder's Fee,"6,2",2001
tt0193365,Orphan,"7,2",2001
tt0193560,Texas Rangers,"5,2",2001
tt0196068,Sam the Man,"4,8",2001
tt0194704,Birds of Passage,"6,8",2001
tt0196069,Samsara,"7,7",2002
tt0197862,See Jane Run,"7,7",2002
tt0200483,Between the Moon and Montevideo,"5,3",2001
tt0199481,Vercingétorix,"2,7",2001
tt0200027,Riding in Cars with Boys,"6,5",2001
tt0200191,Så vit som en snö,"6,2",2001
tt0200422,All Forgotten,"4,7",2001
tt0202470,Rock Star,"6,3",2001
tt0201020,The Rising Place,"6,4",2001
tt0201485,The Body,"5,3",2001
tt0201694,Longshot,"2,6",2001
tt0201479,Beyond the City Limits,"3,9",2002
tt0203975,Tart,"4,7",2001
tt0203078,Rocky Road,"5,4",2001
tt0203009,Moulin Rouge!,"7,6",2001
tt0203289,American Desi,"6,6",2002
tt0202294,Childhood,"7,2",2001
tt0204619,Secret Needs,"4,7",2001
tt0204700,Trouble Every Day,"5,9",2001
tt0205738,AmnesiA,"6,6",2001
tt0206275,Save the Last Dance,"6,2",2001
tt0207198,"Was tun, wenn's brennt?","6,8",2002
tt0206963,My First Mister,"7,2",2001
tt0207051,Die Reise nach Kafiristan,"6,0",2002
tt0206211,A Pocket Full of Dreams,"7,6",2001
tt0208167,4 Faces,"6,1",2001
tt0206367,The Trumpet of the Swan,"5,0",2001
tt0206113,Madison,"6,3",2005
tt0207585,Lloyd,"5,9",2001
tt0207988,The Sleepy Time Gal,"6,0",2001
tt0208899,Diary of a City Priest,"5,5",2001
tt0208990,La stanza del figlio,"7,3",2001
tt0209941,El bien esquivo,"6,2",2001
tt0210939,Reaching Normal,"4,5",2001
tt0210930,Quem És Tu?,"5,3",2001
tt0210362,Tomorrow by Midnight,"5,9",2001
tt0209253,The Private Public,"4,2",2001
tt0211279,Runners,"7,6",2001
tt0211318,Il conte di Melissa,"8,9",2001
tt0212827,Bride of the Wind,"5,7",2002
tt0211465,Knockaround Guys,"6,1",2002
tt0212910,Delivering Milo,"5,7",2001
tt0212298,Last Ball,"7,0",2001
tt0213205,Rustin,"6,0",2001
tt0212271,Lip Service,"4,2",2001
tt0212495,La segunda noche,"5,0",2001
tt0212720,A.I. Artificial Intelligence,"7,2",2001
tt0212380,Blow Dry,"6,2",2001
tt0212985,Hannibal,"6,8",2001
tt0213149,Pearl Harbor,"6,2",2001
tt0214106,Sensual Friends,"4,3",2001
tt0214265,Vajont - La diga del disonore,"6,4",2001
tt0212725,L'accertamento,"6,7",2001
tt0214520,Le bal des pantins,"5,7",2001
tt0215516,Nobody's Baby,"6,2",2001
tt0214619,Dead Dog,"5,5",2001
tt0215139,Russian Doll,"6,0",2001
tt0215519,Annas Sommer,"5,6",2002
tt0215750,Enemy at the Gates,"7,5",2001
tt0216196,Semana Santa,"4,2",2002
tt0217085,Te quiero,"5,0",2001
tt0217824,Goodbye Charlie Bright,"6,2",2001
tt0217979,Ablaze,"3,4",2004
tt0217100,Toutes les nuits,"7,3",2001
tt0217978,'R Xmas,"5,7",2002
tt0219327,Strictly Sinatra,"5,7",2001
tt0218411,The Long Run,"5,7",2001
tt0219822,Human Nature,"6,4",2002
tt0218000,Another Life,"6,2",2001
tt0217664,Morning,"7,7",2001
tt0218323,Hard Luck,"4,6",2001
tt0216982,Prison Song,"6,3",2001
tt0218817,Antitrust,"6,1",2001
tt0218107,Circuit,"5,6",2002
tt0220005,Reunion,"5,8",2001
tt0219369,Un ange,"5,5",2001
tt0218516,Planet Alex,"6,2",2001
tt0218922,Original Sin,"6,0",2001
tt0219965,Bandits,"6,5",2001
tt0219687,Flossin,"7,9",2001
tt0219957,On the Borderline,"4,9",2001
tt0220034,Seven and a Match,"6,5",2003
tt0219876,P.O.V.,"5,0",2002
tt0220357,Charmant garçon,"5,8",2001
tt0220580,Intacto,"6,8",2003
tt0221559,On the Edge,"6,9",2001
tt0221027,Blow,"7,5",2001
tt0221799,An American Rhapsody,"6,8",2002
tt0221837,Borderline Normal,"6,2",2003
tt0221218,The Glass House,"5,8",2001
tt0222705,All Over Again,"4,9",2007
tt0223832,The Old Man Who Read Love Stories,"6,5",2001
tt0225064,Un amor en Moisés Ville,"6,7",2001
tt0225071,Angel Eyes,"5,7",2001
tt0224084,Scandal: Sex@students.edu,"4,5",2001
tt0222849,Breathing Hard,"7,9",2001
tt0226379,Reversal,"6,1",2001
tt0227005,Made,"6,3",2001
tt0226935,Chelsea Walls,"4,8",2002
tt0227194,One 2 Ka 4,"5,5",2001
tt0227445,The Score,"6,8",2001
tt0228711,The Perfect Nanny,"4,9",2001
tt0228536,Lovely Rita,"5,9",2002
tt0228902,Storm in mijn hoofd,"6,5",2001
tt0229002,Green Dragon,"6,1",2004
tt0229003,New Port South,"4,8",2001
tt0228766,Rasganço,"5,2",2001
tt0228977,Two Coyotes,"7,3",2001
tt0229211,America So Beautiful,"5,0",2003
tt0229021,Viva Las Nowhere,"5,7",2001
tt0230025,Bartleby,"6,4",2001
tt0231782,"Mon père, il m'a sauvé la vie","6,8",2001
tt0230838,Sweet November,"6,7",2001
tt0231001,The Zookeeper,"6,8",2002
tt0232015,Lying in Wait,"4,5",2001
tt0231514,Les déclassés,"6,2",2001
tt0232548,17 rue Bleue,"6,2",2001
tt0234041,Roberto Succo,"6,6",2001
tt0233841,Baran,"7,8",2002
tt0234266,Monte Carlo,"6,4",2001
tt0233509,Cyclomania,"5,9",2001
tt0235110,Água e Sal,"5,4",2002
tt0235796,Det største i verden,"6,1",2001
tt0234374,Olivetti 82,"6,5",2002
tt0233481,Cookers,"5,7",2006
tt0234354,Novocaine,"5,8",2001
tt0236157,Disco Pigs,"6,5",2001
tt0236640,Prozac Nation,"6,2",2003
tt0234829,Summer Catch,"5,1",2001
tt0236551,On the Q.T.,"5,8",2001
tt0236474,Margarita Happy Hour,"5,8",2001
tt0236313,Atlético San Pancho,"6,0",2001
tt0235412,Gaudi Afternoon,"5,9",2002
tt0236461,Maangamizi: The Ancient One,"7,1",2001
tt0236784,The Tailor of Panama,"6,1",2001
tt0236600,Piedras verdes,"5,4",2001
tt0237199,Echos of Enlightenment,"6,3",2001
tt0237320,Hunger,"7,6",2007
tt0237534,Le pacte des loups,"7,0",2001
tt0237572,The Pledge,"6,8",2001
tt0237994,15 février 1839,"7,2",2001
tt0238112,Captain Corelli's Mandolin,"5,9",2001
tt0239238,April Is My Religion,"7,0",2001
tt0238462,Nobel,"6,6",2001
tt0239234,L'Anglaise et le duc,"6,8",2002
tt0238137,Tangled,"5,5",2001
tt0239509,Julie Johnson,"6,2",2001
tt0239341,Devi Putrudu,"5,7",2001
tt0240122,Tosca,"7,4",2001
tt0238735,Wormwood,"7,2",2001
tt0240043,Giravolte,"6,4",2001
tt0239224,Origine contrôlée,"6,3",2001
tt0239570,All About You,"6,3",2001
tt0239060,Ik ook van jou,"6,0",2001
tt0240621,The Island of the Mapmaker's Wife,"6,2",2001
tt0240419,La Ciénaga,"7,1",2001
tt0240402,The Center of the World,"5,8",2001
tt0241254,The Blue Diner,"6,0",2001
tt0241223,The Bank,"6,5",2001
tt0240389,Brooklyn Babylon,"5,9",2001
tt0239831,La precisione del caso,"5,2",2001
tt0240149,Une hirondelle a fait le printemps,"6,6",2002
tt0240659,I cavalieri che fecero l'impresa,"5,4",2001
tt0241498,The Gristle,"5,5",2004
tt0241663,Lavoura Arcaica,"7,6",2001
tt0241802,Paralelní svety,"6,8",2001
tt0241897,Roads and Bridges,"6,4",2001
tt0243212,Demasiado amor,"6,3",2002
tt0243255,À ma soeur!,"6,4",2002
tt0242746,Out of Line,"5,1",2001
tt0242981,Un aller simple,"4,8",2001
tt0243595,Kill Me Later,"6,1",2001
tt0243017,Waking Life,"7,7",2002
tt0244452,Campfire Stories,"3,1",2001
tt0243232,Dust,"6,3",2002
tt0242587,L.I.E.,"7,1",2002
tt0242508,Harvard Man,"4,8",2001
tt0244071,"Mercredi, folle journée!","6,2",2001
tt0243222,The Doe Boy,"6,8",2001
tt0242252,The Affair of the Necklace,"6,0",2001
tt0243991,Investigating Sex,"4,6",2002
tt0242193,Bully,"6,9",2001
tt0242527,The Hole,"6,2",2001
tt0243278,Going Back,"5,2",2009
tt0243609,To End All Wars,"7,0",2003
tt0242994,Va savoir,"6,9",2002
tt0243133,The Man Who Wasn't There,"7,5",2002
tt0244072,Mi dulce,"6,1",2001
tt0243059,Cahoots,"5,4",2001
tt0243859,Divoké vcely,"6,6",2002
tt0243155,Bridget Jones's Diary,"6,8",2001
tt0244297,The War Bride,"6,8",2002
tt0243806,Tra due mondi,"5,9",2001
tt0244479,Tmavomodrý svet,"7,1",2001
tt0243569,Sólo por hoy,"6,9",2001
tt0243828,Come Together,"7,2",2001
tt0245090,Edges of the Lord,"6,7",2001
tt0245350,The Pearl,"3,9",2004
tt0245317,The Next Big Thing,"5,9",2001
tt0244709,Pavilion of Women,"5,8",2001
tt0246005,Klassikko,"6,9",2001
tt0245356,Perfume,"3,6",2001
tt0245891,Extremedays,"5,7",2001
tt0245115,The Fluffer,"5,6",2002
tt0245501,Things Behind the Sun,"7,0",2001
tt0245276,Il mestiere delle armi,"6,9",2001
tt0246076,Metal,"6,4",2001
tt0246226,Serenades,"6,5",2001
tt0245686,Joe Dirt,"6,0",2001
tt0245904,Forgive Me Father,"5,2",2002
tt0246158,Les portes de la gloire,"6,3",2001
tt0244803,Snakeskin,"5,3",2001
tt0245574,Y tu mamá también,"7,7",2002
tt0245171,Invincible,"6,4",2002
tt0245084,Domenica,"7,2",2001
tt0245407,Crush,"5,7",2002
tt0245046,Charlotte Gray,"6,4",2002
tt0245634,Jack the Dog,"4,6",2001
tt0246228,Alex in Wonder,"5,0",2001
tt0246037,Lift,"6,2",2001
tt0245238,Lost and Delirious,"6,8",2002
tt0246002,Kingdom Come,"5,5",2001
tt0246278,"Oui, mais...","6,5",2001
tt0246268,To tama,"7,0",2002
tt0246108,Nailed,"4,3",2001
tt0246772,Bella Martha,"7,2",2002
tt0246853,Wie Feuer und Flamme,"6,6",2001
tt0246744,Le lait de la tendresse humaine,"6,3",2002
tt0246578,Donnie Darko,"8,0",2002
tt0247427,In the Shadows,"5,0",2001
tt0246628,Focus,"6,7",2002
tt0246978,Thema Nr. 1,"4,4",2001
tt0248126,Kabhi Khushi Kabhie Gham...,"7,4",2001
tt0246730,Kikar Ha-Halomot,"7,0",2001
tt0247199,The Believer,"7,1",2001
tt0247419,Ignition,"5,0",2002
tt0247512,The Medicine Show,"6,5",2001
tt0248164,Magik and Rose,"5,5",2001
tt0248490,El sueño del caimán,"7,1",2003
tt0249110,Rentun ruusu,"6,5",2001
tt0247425,In the Bedroom,"7,4",2002
tt0247823,Women in Film,"4,2",2001
tt0248093,Honolulu,"6,2",2001
tt0247645,The Quickie,"5,7",2001
tt0248966,Love & Support,"8,1",2001
tt0248190,No Such Thing,"6,0",2002
tt0247786,"Two Days, Nine Lives","4,5",2001
tt0248928,Joki,"6,8",2001
tt0250081,Storytelling,"6,8",2002
tt0249261,Young Love,"4,7",2001
tt0249542,Goebbels und Geduldig,"6,2",2001
tt0249624,Gabriel & Me,"4,8",2001
tt0248123,Julietta,"6,3",2001
tt0250258,Das Experiment,"7,7",2002
tt0248742,Crash Point Zero,"3,4",2001
tt0248845,Hedwig and the Angry Inch,"7,7",2002
tt0250371,The Other Side of Heaven,"6,3",2002
tt0250214,Anthrax,"4,2",2001
tt0249371,Asoka,"6,4",2001
tt0249082,Plan B,"4,4",2001
tt0248617,Yaadein...,"4,2",2001
tt0251057,Double Bang,"4,9",2001
tt0251032,Crooked Earth,"5,6",2001
tt0249081,Le petit poucet,"5,3",2002
tt0248667,Ali,"6,7",2002
tt0251458,Vakvagányok,"5,6",2001
tt0251661,Dekapentavgoustos,"6,6",2002
tt0251415,Stickmen,"6,6",2001
tt0251734,Honolulu Baby,"5,9",2001
tt0251447,Der Tunnel,"7,7",2001
tt0251636,Chico,"6,9",2002
tt0248770,Drakarna över Helsingfors,"5,9",2001
tt0250323,The Deep End,"6,5",2001
tt0250636,Out of the Black,"4,1",2001
tt0253126,High Heels and Low Lifes,"6,1",2001
tt0250617,Night at the Golden Eagle,"5,8",2002
tt0252963,The Bunker,"5,4",2002
tt0253314,Nicolas,"7,2",2001
tt0251294,Nikita Blues,"5,8",2001
tt0253225,Mademoiselle,"6,5",2001
tt0253487,Pledge of Innocence,"5,4",2001
tt0250224,Crazy/Beautiful,"6,4",2001
tt0253612,La répétition,"6,0",2002
tt0251696,Fast Sofa,"4,6",2006
tt0250485,L.A.P.D.: To Protect and to Serve,"3,6",2002
tt0250274,The Brothers,"6,3",2001
tt0251110,Gypsy 83,"6,8",2001
tt0250625,Way Off Broadway,"6,1",2001
tt0252194,Adieu Babylone,"6,1",2001
tt0252225,Almost Salinas,"6,3",2005
tt0250347,Double Whammy,"5,7",2001
tt0252363,Deham,"4,3",2002
tt0252299,Buffalo Soldiers,"6,7",2002
tt0252223,All the Queen's Men,"4,8",2001
tt0250427,L'homme des foules,"6,9",2001
tt0249783,Sri Manjunatha,NO DATA,2001
tt0250125,Zir-e poost-e shahr,"7,3",2005
tt0251370,Rennie's Landing,"5,3",2003
tt0252480,The Grey Zone,"7,0",2001
tt0252665,Le vélo de Ghislain Lambert,"6,5",2002
tt0251364,Rave Macbeth,"4,6",2001
tt0252503,Heist,"6,5",2002
tt0251052,The Discovery of Heaven,"6,7",2001
tt0252501,Hearts in Atlantis,"6,9",2002
tt0252684,Manic,"7,2",2003
tt0253114,My Best Friend's Wife,"5,2",2001
tt0253335,No Turning Back,"5,8",2001
tt0253197,Syndare i sommarsol,"4,7",2001
tt0253200,Last Orders,"6,9",2002
tt0254610,Nynke,"7,0",2001
tt0254791,Le stade de Wimbledon,"5,9",2002
tt0254334,The Fourth Angel,"5,3",2002
tt0254703,The Point Men,"4,3",2003
tt0254199,CQ,"6,2",2002
tt0254626,One Eyed King,"5,5",2004
tt0255055,China: The Panda Adventure,"5,8",2001
tt0255414,Negocio Redondo,"7,0",2001
tt0255653,Tortilla Soup,"6,7",2001
tt0254455,Lucía y el sexo,"7,0",2002
tt0254686,La pianiste,"7,5",2001
tt0255958,Daun Haus,"7,1",2001
tt0256084,How Harry Became a Tree,"6,7",2002
tt0254284,Dog Eat Dog,"4,9",2001
tt0256009,El espinazo del diablo,"7,4",2001
tt0253821,Todo me pasa a mí,"6,7",2001
tt0254099,The Anniversary Party,"6,3",2002
tt0255637,Terrorama!,"7,0",2001
tt0254235,Concorrenza sleale,"6,9",2001
tt0255819,Baby Boy,"6,4",2001
tt0256871,Last Wedding,"6,1",2003
tt0256103,Intimacy,"6,1",2001
tt0256666,Ce vieux rêve qui bouge,"6,7",2001
tt0256856,Kept,"4,2",2002
tt0255713,Zubeidaa,"6,5",2001
tt0256359,The Safety of Objects,"6,5",2003
tt0257215,En sång för Martin,"6,9",2001
tt0256259,Pauline & Paulette,"7,0",2001
tt0256374,Pretty When You Cry,"4,1",2001
tt0257245,Une jeune fille à la fenêtre,"6,8",2002
tt0256341,Road to Redemption,"5,5",2001
tt0256692,Chori Chori Chupke Chupke,"5,5",2001
tt0258490,Khushi,"8,1",2001
tt0256380,Shallow Hal,"6,0",2002
tt0257408,Judgment,"4,9",2001
tt0257935,Morlang,"6,3",2001
tt0259097,Vyhnání z ráje,"5,2",2001
tt0259376,Juego de Luna,"6,2",2003
tt0259289,Du soleil pour les gueux,"7,0",2001
tt0258159,Siniestro,"6,3",2001
tt0258242,Loin,"6,7",2001
tt0258273,Lovely & Amazing,"6,7",2002
tt0259393,Lantana,"7,2",2003
tt0259440,Se souvenir des belles choses,"7,2",2002
tt0259742,Xin shi zi jie tou,"7,4",2001
tt0259386,Knight Club,"4,9",2001
tt0259417,Malunde,"6,4",2002
tt0259730,La voz de su amo,"6,1",2001
tt0259218,Blind Obsession,"4,0",2001
tt0258967,The Unsaid,"6,6",2001
tt0259690,The Truth Game,"5,7",2001
tt0259054,Ordinary Sinner,"5,3",2001
tt0260414,Taking Sides,"7,1",2002
tt0260866,Don't Say a Word,"6,3",2001
tt0261236,The Rest of Your Life,"8,4",2001
tt0260036,Félix et Lola,"5,8",2002
tt0261842,Mullet,"5,9",2001
tt0261804,Be.Angeled,"4,9",2001
tt0261311,Son de mar,"5,9",2001
tt0261755,Jackpot,"5,5",2001
tt0260225,Ne dis rien,"6,1",2001
tt0262408,Face to Face,"6,7",2001
tt0260198,C'est la vie,"6,8",2001
tt0261182,Podari mne lunnyy svet,"5,4",2001
tt0261379,Vademberek,"6,1",2001
tt0262462,Carman: The Champion,"5,3",2001
tt0260283,La plage noire,"4,9",2001
tt0261800,Lisa,"5,6",2001
tt0262345,Condenado à Liberdade,"4,7",2001
tt0262699,Le pornographe,"5,2",2001
tt0261706,Gelbe Kirschen,"5,8",2001
tt0261066,Piñero,"6,2",2002
tt0262700,Posseteni ot gospoda,"7,2",2002
tt0261185,Poklonnik,"6,4",2001
tt0262174,Riconciliati,"6,1",2003
tt0260746,Big Bad Love,"5,8",2001
tt0262942,Les âmes fortes,"6,2",2001
